med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
診療所,24,0101261,丹羽眼科,桑名市三崎通３７,0594-22-8878,丹羽　隆史,丹羽　隆史,眼,,平6. 4. 5,ika
診療所,24,0101279,ナナワ整形外科,桑名市大仲新田３２７ー２９,0594-31-0700,西村　英也,西村　英也,整外　リハ,,平7. 5. 1,ika
診療所,24,0101287,松岡こどもクリニック,桑名市西別所３０２,0594-22-0533,松岡　初文,松岡　初文,小児科　アレルギー科　内科,,平7. 7. 22,ika
診療所,24,0101345,桑名アイクリニック,桑名市寿町２丁目３１番地１２号三交桑名駅前ビル１Ｆ,0594-25-0005,久納　裕子,久納　裕子,眼,,平9. 2. 1,ika
診療所,24,0101386,カトウ医院,桑名市有楽町１４,0594-22-5595,加藤　琢也,加藤　琢也,内　循環器内科　糖尿病代謝内科,,令2. 7. 27,ika
診療所,24,0101394,安永内科ペインクリニック,桑名市安永１－８２５,0594-25-3131,伊藤　聖衛,伊藤　聖衛,内　麻　リハ,,平11. 2. 1,ika
診療所,24,0101444,くわな心身クリニック,桑名市星見ヶ丘７丁目３０１－１,0594-31-3030,若生　和久,若生　和久,心内　神　精　内,,平14. 7. 15,ika
診療所,24,0101469,玉井医院,桑名市三ツ矢橋３６－３,0594-27-7500,玉井　琢也,玉井　琢也,内　循　胃　呼,,平15. 8. 1,ika
診療所,24,0101477,ひだまり眼科,桑名市陽だまりの丘７丁目１６０１,0594-32-5511,楊　睦義,楊　睦義,眼,,平16. 2. 2,ika
診療所,24,0101485,ゆあさ皮フ科,桑名市陽だまりの丘７丁目１６０４番地,0594-31-8080,湯浅　徹也,湯浅　徹也,皮膚科　アレルギー科,,令5. 3. 1,ika
診療所,24,0101493,辻クリニック,桑名市明正通２丁目４６４,0594-27-6111,辻　理,辻　理,内　脳外　リハ,,平16. 5. 1,ika
診療所,24,0101501,おざわ整形外科,桑名市野田３丁目１９－９,0594-31-8000,小澤　和人,小澤　和人,整外　リウ　リハ,,平16. 5. 12,ika
診療所,24,0101550,小坂医院,桑名市長島町押付５２５－６,0594-42-0014,小坂　稔男子,小坂　稔男子,内　小　胃,,昭32. 10. 1,ika
診療所,24,0101576,なかむら小児科・内科,桑名市長島町出口２４８,0594-41-0377,中村　重男,中村　重男,小　アレ　内,,平12. 11. 1,ika
診療所,24,0101592,しばはらメンタルクリニック,桑名市大字福島７４８ＡＡビル３Ｆ,0594-27-1000,柴原　清与,柴原　清与,精　神　心内,,平17. 2. 1,ika
診療所,24,0101600,松原クリニック,桑名市東方１４３－８桑名スイミングスクール１階,0594-21-0366,松原　究,松原　究,精　心内,,令元. 5. 1,ika
診療所,24,0101634,佐藤内科,桑名市福島新町２６,0594-27-5137,佐藤　孝之,佐藤　孝之,内　リウ　呼,,平18. 3. 7,ika
診療所,24,0101675,そうえい皮膚科,桑名市有楽町一丁目２５番地第２アヅマヤビル３階,0594-22-6688,星野　久美子,星野　久美子,皮,,平21. 7. 1,ika
診療所,24,0101766,えば内科・循環器内科,桑名市大字大福字寺跡４３７－１,0594-27-5011,水谷　英夫,水谷　英夫,内　他,,平29. 3. 1,ika
診療所,24,0101774,くろだファミリークリニック,桑名市福島８５０番地５,0594-24-9696,黒田　誠,黒田　誠,内　他,,平29. 9. 1,ika
診療所,24,0101782,ペルソナクリニック,桑名市福島８５０番地３,0594-23-0223,棚澤　利彦,棚澤　利彦,脳外　他　リハ　内,,平29. 9. 1,ika
診療所,24,0101790,陽だまりの丘なかむら内科,桑名市陽だまりの丘七丁目１５１０番地,0594-33-1616,中村　真潮,中村　真潮,内　小　他　リハ,,平29. 10. 1,ika
診療所,24,0101808,もろおか内科クリニック,桑名市筒尾６丁目９－１９,0594-33-0919,諸岡　留美,諸岡　留美,内　他,,平29. 11. 1,ika
診療所,24,0101816,桑名耳鼻咽喉科,桑名市大字桑名字北浜６２８番８,0594-24-9870,平田　圭甫,平田　圭甫,耳い　アレ,,平30. 5. 1,ika
診療所,24,0101832,にいみ整形外科,桑名市大字赤尾２０２９番地,0594-33-2133,新美　塁,新美　塁,整外　リウ　リハ　老年内科,,平30. 8. 1,ika
診療所,24,0101873,トータルサポートクリニック長島,桑名市長島町西外面２０１２－３加藤ビル２階,070-1321-9284,湯浅　和哉,湯浅　和哉,内,,令2. 1. 1,ika
診療所,24,0101881,はば内科ハートクリニック,桑名市西別所９９６,0594-23-8811,羽場　一直,羽場　一直,内科　循環器内科　小児科,,令3. 5. 1,ika
