med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
診療所,18,0115202,公益財団法人福井,〒918－8238福井市和田２－１００６,0776-23-4810,公益財団法人福井県予防医学協会理事長嶋﨑元博,山道昇,内科　小児科　婦　人科　泌尿器科　消化器科　麻酔科　放射線科　外科　乳腺外科,,昭51.5.18,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0115368,赤井内科呼吸器クリ,〒910－0003福井市松本２－４－１６,0776-21-0061,医療法人赤井内科呼吸器クリニック理事長赤井昭彦,赤井昭彦,内科　循環器科　呼吸器内科,,平2.4.2,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0115525,福井市休日急患セン,〒910－0853福井市城東４丁目１４－３０,0776-22-2099,福井市長西行茂,笠原善仁,内科,,平4.10.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117059,福井県立病院,〒910－8526福井市四ツ井２－８－１,0776-54-5151,福井県知事石田嵩人,二宮致,一般（感染）　内科　精神科　脳　神経内科　循環器　内科　小児科　外　科　整形外科　形　成外科　脳神経外　科　心臓血管外科　皮膚科　泌尿器　科　産婦人科　眼　科　耳鼻いんこう　科　リハビリテー　ション科　放射線　科　麻酔科　病理　診断科　呼吸器内　科　消化器内科　血液・腫瘍内科　内分泌・代謝内科　腎臓内科　症内科,737,昭38.11.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117075,公益財団法人松原,〒910－0017福井市文京２－９－１,0776-22-3717,公益財団法人松原病院代表理事松原六郎,山田淳二,精神科　内科　神　経内科　リハビリ　テーション科　心　療内科,222,昭38.11.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117117,福井赤十字病院,〒918－8501福井市月見２－４－１,0776-36-3630,日本赤十字社社長清家篤,小松和人,一般（感染）　代謝・内分泌内科　精神科　脳神経　内科　呼吸器内科　小児科　消化器　外科　整形外科　形成外科　脳神経　外科　呼吸器外科　心臓血管外科　皮膚科　産婦人科　眼科　耳鼻いん　こう科　リハビリ　テーション科　放　射線診断科　放射　線治療科　病理診　断科　麻酔科　消　化器内科　循環器　内科　泌尿器科　血液内科　腫瘍内　科　乳腺外科　緩　和ケア内科　腎臓　内科　リウマチ・　膠原病内科　救急　科　臨床検査科,477,平2.11.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117133,福仁会病院,〒910－0017福井市文京５丁目１０－１,0776-22-7133,医療法人福仁会理事長中川博幾,中川博幾,内科　精神科　胃　腸科　心療内科　神経内科,249,昭39.12.10,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117323,医療法人初生会,〒910－0003福井市松本４丁目５－１０,0776-24-2410,医療法人初生会福井中央クリニック理事長久津見恭典,久津見恭典,循環器内科　呼吸　器内科　消化器内　科　精神科　心療　内科　神経内科　糖尿病・代謝内科　リウマチ科　整　形外科,47,昭63.12.20,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0117471,平沢内科医院,〒918－8014福井市花堂中２丁目２５－１０,0776-35-1422,平沢邦彦,平沢邦彦,内科　循環器科　小児科,,昭52.1.30,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0117505,福島泌尿器科医院,〒910－0064福井市新田塚町４０８,0776-25-1213,医療法人福眞会理事長福島克治,福島克治,泌尿器科　内科　人工透析内科,15,平2.12.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117539,福井循環器病院,〒910－0833福井市新保２丁目２２８,0776-54-5660,医療法人福井心臓血圧センター理事長大橋博和,大里和雄,心臓血管外科　循　環器内科　外科　消化器外科　小児　外科　麻酔科　内　科　呼吸器内科　小児科（小児循　環器科）　眼科　リハビリテーショ　ン科　脳神経外科　放射線科　整形　外科　内分泌内科　（糖尿病）　肝臓　・消化器内科,161,昭42.9.16,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0117604,森川内科クリニック,〒910－0807福井市高木北１丁目７０４,0776-53-7570,森川俊洋,森川俊洋,内科　胃腸科　小　児科,,昭63.11.1,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0117620,吉村医院,〒918－8205福井市北四ツ居２－１８－３１,0776-53-8880,医療法人明和会理事長吉村信,吉村信,内科　小児科　皮　膚科　リハビリテ　ーション科　アレ　ルギー科　漢方内　科,,平2.7.1,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0117711,岩井病院,〒910－0859福井市日之出２－１５－１０,0776-24-0306,医療法人社団成蹊会理事長岩井晃男,岩井晃男,療養病床　内科　小児科　外　科　整形外科　リ　ハビリテーション　科　リウマチ科　消化器内科　胃腸　内科　循環器内科　呼吸器内科　人　工透析内科　肝臓　内科　内視鏡内科　糖尿病内科　腎　臓内科　内視鏡外　科,200,昭53.1.1,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118016,竹内医院,〒918－8012福井市花堂北２丁目１２－２８,0776-36-1035,竹内真人,竹内真人,皮膚科　外科　胃　腸科　整形外科　内科　肛門科,,昭57.10.19,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0118198,福井リハビリテーシ,〒910－0046福井市南楢原町２０字大畑２,0776-59-1126,医療法人穂仁会理事長大瀧憲夫,久津見弘,内科　神経内科　療養病床　循環器内科　リハ　ビリテーション科,40,昭54.9.19,268_2026.7_kikanzentai_fukui_ika.pdf
病院,18,0118297,藤田記念病院,〒910－0004福井市宝永４丁目１５－７,0776-21-1277,財団医療法人藤田記念病院理事長藤田知洋,藤田知三,泌尿器科　内科　皮膚科　リウマチ　・膠原病内科　放　射線科,48,平元.2.1,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118305,文京内科クリニック,〒910－0017福井市文京１丁目２９－６,0776-27-0272,医療法人白鵬会理事長清水信繁,清水信繁,内科　循環器内科　呼吸器内科,,平元.7.1,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118511,山村医院,〒918－8176福井市三十八社町１０１－１１,0776-38-5133,山村浩子,山村浩子,内科　小児科,,昭56.7.27,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118560,医療法人清風会,〒910－0023福井市順化１－８－１,0776-22-1233,医療法人清風会理事長吉田清二,吉田清二,内科　胃腸外科　療養病床　小児科　外科　整　形外科　肛門外科　リハビリテーシ　ョン科　麻酔科　アレルギー科　消　化器内科　肝臓内　科　内視鏡内科　乳腺外科　消化器　外科,19,平2.4.2,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118586,いそまつ医院,〒910－0006福井市中央３－６－１４,0776-22-6565,磯松幸雅,磯松幸雅,眼科,,平2.9.7,268_2026.7_kikanzentai_fukui_ika.pdf
診療所,18,0118891,医療法人久保田内,〒910－0016福井市大宮３－１１－２５,0776-26-1655,医療法人久保田内科理事長久保田直邦,久保田直邦,内科　呼吸器科　消化器科　循環器　科,19,平5.5.1,268_2026.7_kikanzentai_fukui_ika.pdf
